text,sentiment
which is not fair and balanced gopdebate,Negative
"  prestonmitchum dear scott walker

how are you prolife if you would let a woman die rather than receive an abo ion 

gopdebate ",Negative
"lol dm straight unbelievable the sexist misogynistic amp
racist tones repugnant sad state of affairs gopdebate httpstcoawbmptmpum",Negative
  bazecraze ted cruz looks like someone put a suit on a sigh gopdebate,Negative
  adillard4 unlike gopdebate well talk race activism blacklivesmatter fergusonsyllabus takeitdown btwam on umichchat  1 http,Negative
  republicanpunk gop has 0 candidates who deleted 30000 subpoenaed emails gopdebate readyforhillary,Negative
usa is waking up gopdebate,Positive
"realdonaldtrump treated randpaul like the little gnat he is 
gopdebate tcot trump makeamericagreatagain gotrump",Positive
  johnggalt looks like fox news needs to be taken out back gopdebate makeamericagreatagain,Negative
  hunterwalk if men could become pregnant whoooo wheeee these answers would be different gopdebate,Negative
remember this bullshit when picking a president gopdebate stupid marines httptcohhsotdzxil,Negative
  cavaticat i didnt watch the gopdebate last night so today i got to wake up still liking myself and humanity in general,Negative
  naughtybeyotch   allenwestrepub twitter declares carlyfiorina the gopdebate winner   httptcolx0rkahzmq,Positive
after the gopdebate its the only jam that seems appropriate taylorswift13 kendricklamar badblood music np httptcof2ul333exo,Negative
caller on the rush limbaugh showi have lost all respect for fox news foxnews gopdebate,Negative
  nerdist trump constantly looks like hes trying to push out a fa  gopdebate,Negative
these boys imagine themselves in the oval office god help us all gopdebate debate houseofcards,Negative
oh and the absolute disrespect of potus by the gop candidates in the gopdebate was disgusting,Negative
shame on foxnews making first primary debate all about them ratingsbonanza they win voters lose gopdebate tcot httpstcogs5eodhvhu,Negative
  chronfalkenberg the military is not a social experiment the purpose of the military is to kill people and break things huckabee sa,Positive
fact checking for those just recovering from last nights drinkinggame gopdebate  httptco8ibacpcs7d,Negative
this was more of an inquisition than it was a debate says sen graham about fox news moderators questioning realdonaldtrump at gopdebate,Negative
didnt like scottwalker before the debates like him even less now gopdebate,Negative
keep trying but it aint working ppl saw through your focus groups amp foxnews last night gopdebate  httpstcofyxcfnwedp,Negative
amazing marco rubio schools chriscuomo on when life begins httpstcoprklk6x4ji prolife gopdebate tcot,Positive
  studyinglibe y the man who wants to take on iran russia and china cant even handle a few tough debate questions by megyn kelly g,Negative
interesting stuff punditsanalysts say fox asked good questions caller just now on talk radio said he lost respect for fox gopdebate,Negative
"  mrmilianspeaks dear republicans

if you grew up broker than everyone else then why do you hate the poor so much

kkkorgop  gopdebate",Negative
"  jhogangidley video govmikehuckabee crushes frank luntz foxnews focus group httptcoztruvofwgg 
cc frankluntz huckabee2016 ",Positive
"  naphisoc i am more committed than ever to suppo  democratic nominee thanks to gopdebate 
and any dem who even hesitates is not a d",Positive
"  shrinkgov lets not pretend the bar for potus is very high now  its somewhere between sht and syphilis
gopdebate tcot",Negative
"bernie sanders is a fucking national treasure

berniesanders 
feelthebern 
gopdebate 
jonstewa  
donaldtrump 
bernie2016 
democrat",Positive
"  freedomjames7 who wants a hug
gopdebate httptcoiats8vyx7c",Positive
  p0tus rick perry calls planes aviation assets this is what happens when you wear glasses to improve your iq gopdebate kiddie vers,Negative
"  danscavino realdonaldtrump wins 1st gopdebate
makeamericagreatagain trump2016 teamtrump trumpforpresident  httptco2p8dw",Positive
after gopdebate the world leaders said put the bombs away these guys will destroy america themselves republicans notbetter,Negative
my mom this morning so who won the debate my dad the democrats did  gopdebate,Negative
  jimtrue48 treezilla hereistheanswer i dont mind hardball questions but i dont like an ambush aimed at taking someone out of the ra,Negative
no one summed it up better than berniesanders gopdebate  httpstcojl65pkp3ua,Positive
  marksluckie just one blacklivesmatter question at gopdebate but we spent a half hour talking about fences httptcov7pqn2qr84,Negative
liberals went from experimenting on patients in mental institutions to working for plannedbutcherhood  gopdebate,Negative
  radiofreetom look trumpkins your hero didnt even win the steak knives last night know what im sayin here gopdebate,Negative
im impressed by carlyfiorina shes classy inspires confidence amp trustwo hiness everyone saw her dominate happy hour gopdebate,Positive
  larryfeltonj it must be awful living with the paranoid worldview presented at the gopdebate  these guys need therapy not public off,Negative
  jillbidenveep i hate the phrase i just cant but im pretty close to feeling that way about this god question gopdebate,Negative
  shadowbard american women take note when realdonaldtrump justified his piggish attacks on women at the gopdebate not 1 man on sta,Negative
here is another one poor frank is taken a beating lol gopdebate realdonaldtrump  httpstcoffkuaoettm,Negative
  ctblogger this image best sums up my thoughts regarding last nights gopdebate httptcoko0eoisfjw,Negative
"how everyone watching the gopdebate last night felt after any of the candidates gave an answer to any question 
 httpstcobmz0mvesea",Negative
halffullhalfmt foxnews moderators prep gopdebate 4whats coming abc nbc cnbc cnn  willb more nasty youvebeentargeted realdonaldtrump,Negative
  becca0mae i dont know who won the debate but writeintrump definitely won the award for best gopdebate live tweeting,Positive
  lwilsondarlene hillary spent gopdebate night hanging out with a rude rapper amp reality show queen whos claim to fame is a sex video,Negative
  spudlovr fetus dies in womb after 20 weeks no dampc for you scottwalker16 thinks you should carry it full term gopdebate,Negative
randpaul got his clock cleaned last night bye bye debate gopdebate,Negative
httptcowrmbjkvhnrcandidatementionedinequality not one gopdebate,Negative
  nerdywonka aaaaaaaaaaaaaaand the winner of the gopdebate is httptcobmh8u80tyh,Negative
  thepatriot143 let me help foxnews they wanted proof from trump re illegal mexican criminals gopdebate httptco6yqbhhngse http,Negative
  alexandraheuser good point  wait til you hear him in a serious debate gopdebate foxnews  httpstcoighqi3lgh9,Positive
"  reedfrich terms not mentioned tonight at gopdebate
income inequality
minimum wage
climate change
voting rights
parental leave
",Negative
"  99andthe2000 this is the biggest shit show ive ever seen

everybody on stage looks like they got their ass kicked in the 10th grade",Negative
  palmaceiahome1 if anyone thinks jeb bush is going to secure the border and stop sanctuary cities their smoking crack gopdebate,Negative
govmikehuckabee thought you did a good job a iculating the issues gopdebate,Positive
  chrisjzullo no substantive conversation about income inequality declining wages social security or race and minorities gopdebate a,Negative
  toddstarnes megyn kelly would you really let a mother die rather than have an abo ion are you freaking kidding me gopdebate,Negative
  revjaydub clown show gopdebate httptcouywu9jqcex,Negative
  jillstanek i think future generations will look back and call us barbarians for killing millions of babies marcorubio gopdebate ,Negative
  gregmepstein as 501c3 nonprofit exec harvardhumanist humanisthub i legally cant do pa isan advocacybut demonizing ppactmorally,Negative
gopdebate ignored americas 45 million poor but didnt stop the candidates from mentioning immigration and illegal as the real threat,Negative
  gearhead81 gopdebate so the debate for potus comes down to who is the best insulter of  sized irrelevant lesbians amp youre doing wha,Negative
  lilwolf30 rubio has spoken the truth wakeupamerica gopdebate httptcocl2buzxqyz,Positive
"  momfullofhope bingo gopdebate kochbrothers 
puppets wined and dined last weekendas planned shameful 
makeamericagreatagain  https",Negative
its good that facebook had their logo all over the debate last night otherwise their brand awareness might have suffered gopdebate,Negative
megynkelly showed at the gopdebate she has no biz being a moderator she is an interviewer and nothing else foxnews failed last night,Negative
whys this the most retweeted comment of the gopdebate bc its more truthful than anything any gop candidate said httpstconicl3cyjps,Positive
i learned that i cant watch the gop before bed nightmares gopdebate gopdebacle,Negative
foxnews brithume the best closing statement was realbencarsons gopdebate kellyfile httptcowkqihlnxn4    i so agree,Positive
  mschmidt d va gop leaders praise debate performances trumps not so much httptcoul5pgaq4uh election2016 gopdebate,Negative
yaleclimatecomm jerrybrowngov not a peep from them  its because they take  from oil amp gas  why would they actonclimate gopdebate,Negative
"stevedeaceshow
since ronald reagan tedcruz is definitely the nominee conservatives have been waiting for

tcot
gopdebate
cruzcrew",Positive
walker kept his points tight and clean but i want to see him run the clock longer in the next debate gopdebate,Positive
they are trying to keep rand paul out of the debate like they did with his father gopdebate tcot tlot httptcocst2rrdnl7,Negative
  _hankrearden well so much for krauthammers theory about the collapse of trump lol gopdebate trump2016 httptcoxtmdubzgnj,Negative
"  danscavino 2015 gopdebate winner
time has realdonaldtrump leading with 42 
trump2016 makeamericagreatagain  httptcodocks",Positive
realdonaldtrump has issues with women 4 ex wives amp a daughter obama has 2 daughters 1 wife amp is very respectful gopdebate msnbc cnn,Negative
tweetreachapp of course itd be cool to see which users ranked highest for gopdebate tweets too after all were the tweeters,Positive
best moment of the gopdebate last night rand telling christie to go get another hug from obama,Positive
  jamilsmith ben carson says that folks are trying to sta  a race war is he talking about blacklivesmatter or folks like dylann roof,Negative
numbnuts foxnews dedicated lt 2min of 2hr debate to qs about ways black america has been under attack gopdebate httptcotxmkgv9hib,Negative
i was pretty impressed by rubio kasich and cruz in the primetime debate last night gopdebate,Positive
im still convinced that no amount of sage in the world couldve extinguished the bad energy and negative vibes at the gopdebate last night,Negative
hands up if you would want to read a sequel to david brocks the republican noise machine covering the past 11 years gopdebate,Negative
  stephenmengland just read realdonaldtrumps early morning twitter rants  there are reasons why its not recommended to mix drugs a,Negative
  amandawills personally this was my favorite moment from last night gopdebate httptcoaivdipqw5r,Positive
  franklin_graham as you watch the gopdebate pray for the future of this nation and that america would turn back to god prayforameri,Positive
"im quite ce ain that the realdonaldtrump is working for hillaryclinton it is his mission to get her elected

gopdebate",Negative
  blondieforkeeps koolmoe21 i want a trump for president shi  gopdebate,Positive
  rabite the winner is clear realdonaldtrump gopdebate httptcow2gxqowo4p,Positive
  jaxt0520 done with foxnews after last nights gopdebate megynkelly showed her true colors but realdonaldtrump shined trump2016,Positive
  pyrotoz the gopdebate is like watching a bunch of chimps throw their own shit at each other,Negative
"my thoughts exactly
frothymixture
gopdebate 

httptcoxccj3hgjq8",Negative
disappointed not surprisingly that the gopdebate didnt include talk about gunviolence this is unconscionable httptcofntnf5zenu,Negative
the abo ion po ion of the gopdebate sure degenerated into one big let mommy die off didnt it,Negative
gopdebate ted cruzs precious daughters steal the show there were ce ainly some did they really just say  httptcojzlh4lrzh4,Positive
gopdebate was a joke,Negative
"after that hilarious gopdebate i think the only real candidates are 
hillaryclinton and berniesanders httptcoc6ulr4o8he",Negative
  lesleyabravanel my girl hillary clinton whips and nae naes like nobodys business thats why trump had to pay her to come to his wedd,Negative
  dreamweasel fox news why is a smug sexist asshole that people suppo  bc hes a smug sexist asshole acting like a smug sexist ass,Negative
  guypbenson i predicted big ratings for foxs gopdebate i did not expect theyd be this big httptcoijsedrculz,Positive
i couldnt help myself why gop candidates need a pageant coach gopdebate blog httptcowj05xzksa0 httptcojpxno0jo5a,Negative
  k_mcq megyn kelly is acting like an sjw repeating ppact talking points amp taking insults against feminists personally waste of space,Negative
absolutely terrifying trump gopdebate httptcom2leghw8fj,Negative
ugh to think there were actually people sitting on their couch last night saying yes yes this is reasonable gopdebate,Negative
  goldengateblond megyn kelly better be careful with her tone or shell be called the worst thing possible a feminist gopdebate,Negative
"sallykohn megynkelly megyn you are now officially cha ed on the moonbat hit parade  
megynkelly gopdebate",Positive
rand paul came off as a little petty man with napoleon complex blah tcot trump gopdebate  httpstcohzryamngsz,Negative
  ergeekgoddess yo gopdebate im really happy for you imma let you finish but jonstewa  had one of the best tv shows of all time,Negative
kasich making a better showing so far than i thought he would gopdebate,Positive
  sarahbh319 onerationale im on the fence between huckabee and cruz honorable mention to rubio gopdebate,Positive
how dare megynkelly ask realdonaldtrump his history of being a male chauvinist do we expect our president to have integrity gopdebate,Negative
  clairechansen hey trump refraining calling women fat pigs and whores isnt being politically correct its being a decent human ,Negative
  jessecox this just in women have less rights then babies gopdebate,Negative
  adamsmith_usa democrats watching the gopdebate httptcomusuto1irh,Negative
  nicolet_e86 megynkelly frankluntz i used to like you but not anymore you should read the tweets  you did an awful job tonight go,Negative
jeb bush a proven conservative record amp proven record of winning gopdebate httpstcovn45hf6yem,Positive
  thebaxterbean scott walker forces women to carry rapists pregnancies amp let men sue over abo ion gopdebate httptcoyzivipqanx b,Negative
  monaeltahawy and was cheered shame gopdebate trump responds to megyn kellys questions on misogyny  with more misogyny httptc,Negative
the gopdebate in 6 seconds httpstco8hzowuufpo,Negative
carlyfiorina magnificent at the first gopdebate i suppo  ted cruz as potus but would suppo  you as running mate or potus honesty,Positive
  einial did rubios ears get bigger during this debate gopdebate,Negative
"would you really let a mother die rather than have an abo ion

was seriously being asked of a presidential hopeful in 2015 gopdebate",Negative
tajmagruder say it with me gop bashing hillaryclinton is not a campaign platform gopdebate,Negative
kylebrandt in the gopdebate fox made megynkelly play the womens victim she wasnt professional she was a raging b all night,Negative
early2000s i did political theater wbillionaires for bush or gore re corruption of  in politics gopdebate trump i buy em all,Negative
  tinymuslimah everybody wanna be a jesus freak till its time to feed the poor gopdebate,Negative
  johneberkowitz this sums up the gopdebate perfectly httptcod6p2w69ea5,Negative
  bbcjonsopel listening to donald trump2016 you get impression he could sta  a fight in an empty room gopdebate,Negative
  thefriddle i miss the days when conservatives wanted a gop presidential candidate who was you know a conservative trump gopdeb,Negative
"  tombx7m will someone please tell megyn its not about her
kellyfile gopdebate",Negative
i hate that i missed the gopdebate last night but these foxnews high lights are on point ,Positive
fuck it last one and im done gopdebate chrischristie httptcoqamuqbetdc,Negative
  k_mcq megyn kelly on trump he cant just keep just going after everyone attacks him yes he can ms im offended feminist go,Negative
beeteedubs  if you have to play lesserof17evils with your pa y  perhaps you need a new pa y  p2 tcot gopdebate,Negative
two debates one winner carly httptcopiewa1jccc carly2016 gopdebate,Positive
"  freedomjames7 john kasich is a rino
gopdebate",Negative
  number10cat im just glad there isnt a swimsuit round gopdebate httptcotitzlo93of,Negative
petition exclude megyn kelly as a host from future fox news debates httpstcodxnjjuxele change gopdebate debate megynkelly gop,Negative
"why cant our debates be more like the founding fathers

httptco01kulhlxsk

gopdebate
lnyhbt tlot tcot p2",Negative
  docrocktex26 this is who wants to lead your country this is who wants to make decisions on your behalf this was their opening case,Negative
  deray scott walker is dangerous he is deep in his own world and is most comfo able there it seems dangerous gopdebate,Negative
"lets not pretend the bar for potus is very high now  its somewhere between sht and syphilis
gopdebate tcot",Negative
so to the gop for being proud of defeating teachers union even though they just wanted higher wages gopdebate,Negative
  tananarivedue as shaunking pointed out gopdebate had a huge audience of poc ready to learn what we learned was mostly just scary ,Negative
  theblaze pundits incensed over megynkellys abo ion question for scottwalker during gopdebate httptcom8hamuusrz,Negative
i dont give a flying fuck about what hollywood celebs think about last nights gopdebate they know who they want to win already fthem,Negative
  persianpolitik woodruffbets thedailybeast and you just proved realdonaldtrump point on bad journalists from the gopdebate cant ev,Negative
  chadhastyradio really the only people who seem upset with bretbaier amp megynkelly amp fox are the people who backed trump gopdebate,Negative
deb_libby half the republican base has dementia they probably found it riveting when not confusing the tv wthe toaster gopdebate,Negative
  marcorubio this election better be about the future not the past gopdebate,Negative
"i dont agree with megynkelly but she is by no means a bimbo donaldtrump
as a woman i find trumps comments disgusting
gopdebate",Negative
  deray christie comes across as a bully but the bully that reminds you that he hu s people because its in their best interests gop,Negative
chris christie tried to wrap himself in 911 giulianistyle during the gopdebate in doing so he lied twice httptcoy6mudmr66p,Negative
  k_mcq its embarrassing that a brilliant stunning woman like megyn kelly uses sjw feminist propaganda to attack republicans gopdeb,Negative
  kerryepp a debate should be between 2 candidates not between a candidate and a moderator the moderators should be time keepers only,Negative
gopdebate why do politicians stick to the same old topics prolife prochoice gay marriage let it gothese are personal choices,Negative
i mean why should it matter if the questions were unfair you didnt bother answering them anyway realdonaldtrump gopdebate,Negative
"  peddoc63 go carly
go carly
go carly
carlyfiorina carly2016 gopdebate
steph93065 maydnusa httptcopk45i5zvk0",Positive
  didikatz mistake to think gopdebate would be fun seeing deep sickness us conservatism has become bastardized amp spawned by foxnews v,Negative
gopdebate  was interesting to watch some candidates had some good points about the how the economy has change in the 10 yrs ,Positive
"debate preformances
kasich a
rubio a
carson b
christie b
trump b
bush b
cruz b
huckabee b
paul c
walker c
gopdebate kasich rubio",Positive
"  phillyd i went to a gay wedding 
applause
and there were black people there too
standing ovation
gopdebate",Positive
after gopdebate realdonaldtrump still 1 with twitter but loosing ground httptcotximy82soq httptcocvclcb6ubm,Negative
  kumailn we have the military for a reason to fuck shit up gopdebate,Negative
  writeintrump jeb bush refers to himself as vito corleone i always thought he was fredo  gopdebate,Negative
  tamaracg my new favorite gif is perfect gopdebate httptcoukdz8o85av,Negative
  wordplay4days dreamdefenders were censored for taking these candidates actual words and posting these kkkorgop gopdebate httpt,Negative
"  learjetter foxnews used crazygt dwstweets to stir the drama pot and thats unprofessional foxnews gopdebate 

julietteisabell ",Negative
  themattfowler mr trump this next question is for you please explain this pathetic taking of the stone cold stunner gopdebate htt,Negative
"  amymek the only way realdonaldtrump will ever be treated fairly by the media gt 

gopdebate httptco5wyduo9v2k",Negative
realdonaldtrump hires actors for his announcement how many did he pay to click the drudge_repo  survey  gopdebate trump,Negative
"  libe yladyusa yes maam conservvoice kerrypicket gt megynkelly megyn you disappointed me 

gopdebate ",Negative
  theladygrantham dont be donald trump dear its very middle class gopdebate,Negative
gopdebate trump trumps trump realdonaldtrump was biggest loser    httptcoi4t3c2gmzo via sfgate,Negative
i want to point on one more time that a real question in a real presidential debate was what did god say to you gopdebate,Negative
  thebaxterbean marco rubio constitutional right to choose was egregiously flawed decision httptcou63wrh7mxn gopdebate httpt,Negative
scott walkers wisconsin is seeing the fastest shrinking middle class in america httptcozopokedb8l gopdebate votersfirst trump2016,Positive
his suppo ers dont seem to care hes just as corrupt as the politicians he calls stupid gopdebate  httpstco8jnmnzszbk,Negative
"gopdebate carly fiorina called hillary a liar 3x on hardball_chris 
then not more than 5 minutes later she says she never did that
liar",Negative
i know the audience erupted last night re realdonaldtrump and rosie line of ques but how could you want that guy for a prez gopdebate,Negative
winners of gopdebate sen marcorubio amp former hp ceo carlyfiorina by far best republican presidential candidates httptcov9qdpmpkk4,Positive
  daveanthony chewbacca should be up there just roaring every once in a while  would fit right in  gopdebate,Positive
political correctness is a vile term and people who invoke it as a slur are cowards gopdebate httptcon8pu1zovbh,Negative
established gopdebate afraid someone willing to tell the truth would shake dc up httpstcomia5t8yswp,Negative
  writeintrump i knew the war in iraq was a bad idea just like i knew letting that blind guy cut rand pauls hair was a bad idea  gop,Negative
yay social issues next gopdebate,Positive
  a iswarusa democrats say hail hitlery socialist deathbydemocrat election2016 stophillary gopdebate nazi liberallogic httpt,Negative
  elevat0rlady hopped on fb and saw my friends recap of the gopdebate  she wins httptcotpszbvid8o,Negative
"  mammals_suck i am shocked that over an hour into the gopdebate amp there have been no qs about police brutality amp blacklivesmatter 

",Negative
"maybe tweeting is just not your game i know lets have a spelling contest with profanityu win gopdebate 
 httpstco9taliqmezh",Negative
  jeffsimmons2050 gopdebate takeaway  presence matters i see presence as a blend of believability  a iculation of integrity w edg,Negative
  jrehling gopdebate donald trump is what bruce wayne would have turned into if his parents lived,Negative
"  jphoganorg after gopdebate feelthebern can step over fallen hillary2016
justice fbi fec to dissect too of 22nd amendment http",Positive
  ali ive compiled a cha  based on polling rank versus time allotted to speak at the gopdebate walker paul most robbed httptco,Negative
american women take note when realdonaldtrump justified his piggish attacks on women at the gopdebate not 1 man on stage called him out,Negative
  feministabulous if you hate abo ion then you shouldnt defund planned parenthood because thats a surefire way to increase abo ion,Negative
  leahrboss carlyfiorina spanked the boys tonight she wasnt even on my radar is now gopdebate,Positive
jeb looks like beavis when he smiles gopdebate,Negative
who needs comedy shows when you have the gopdebate meanwhile macdebate was kinda a snore  sorry canada  httpstcoqiqvue3fsr,Negative
  thebaxterbean reminder family is impo ant to republican 2016 candidates just not gay families httptcocs0usassqs gopdebate ht,Negative
"why cant our debates be more like the founding fathers and less like game shows

httptco01kulhlxsk

gopdebate",Negative
berniesanders scottwalker that man did not say one intelligent thing i mean none of them did berniesanders gopdebate feelthebern,Negative
i have a serious gopdebate hangover today,Negative
  cfjwagner the 4 scariest bugs and i dont mean gop candidates rimshot httptcookc1tfczww gopdebate blog writerslife http,Negative
  keemstarx the black guy is sma  as fuck gopdebate trump should make him his vp,Negative
i thought megynkelly did an awesome job at the gopdebate personally,Positive
megynkelly u disappointed me in last nights gopdebate u shouldve asked realdonaldtrump qs that are pe inent 2 duties of a president,Negative
  writeintrump every time that bell rings rand pauls little poodle ears keep perking up  gopdebate,Negative
  whinenot rush not one of the 9 other candidates on the stage joined megan kelly in going after donald trump gopdebate,Negative
  writeintrump rand pauls haircut is really distracting i almost yelled rand get your leash its time for your walk  gopdebate,Negative
tired of the shills in media for hillary  will hencefo h be known to me as shillary  gopdebate,Negative
  almightygod ben carson gods a pretty fair guy i guess hes never read the bible job pharaoh shebears  gopdebate,Negative
  writeintrump cheap tactic by rand paul getting the same haircut as my poodle to distract me  gopdebate,Negative
john kasich seems like a decent guy pity hes a republican gopdebate,Negative
  rmconservative cruzs line about campaignconservative cuts 2 the core of the issue with gop amp also the sho comings of gopdebate htt,Positive
  pulmyears official photo from the big foxnews gopdebate last night httptco9yqgzvc2qv,Negative
last nights gopdebate proved everything we already knew about the white patriarchal elitist homophobic pa y the gop is,Negative
"[trump] has no integrity no character and no principles and hes proud of it  mattwalshblog

agreed 

gopdebate trump",Negative
  linnyitssn also funny how constitution loving republicans structurally violate the constitution by bringing religion into politics g,Negative
blowtorch irs i like the sound of that criminalabusesnowpoised2policeourhealthcare  go rick gopdebate  httpstcozflcfhee3j,Negative
gopdebate the fix was in from the getgofirst off question about pledging suppo  should have been addressed directly 2 realdonaldtrump,Negative
realbencarson excellent job last night at the gopdebate class act all around proud to have you as a republican candidate bencarson,Positive
  korystamper lookups misogynist spiking merriamwebster httptcok7rbb12rlc trump women and the gopdebate httptcoyxsj,Negative
god is not speaking to you looney tunes how about some real questions gopdebate  httpstcofbo00cn461,Negative
  marcorubio skye820 if were going to make this an american century weve got to empower small businesses thanks for your question ,Positive
  pattonoswalt my god is named bruce springsteen go listen to jungleland and get a fucking clue  christie gopdebate,Negative
  thepatriot143 my winner overall of todays gopdebate s is carlyfiorina she really stood out among all gop candidates,Negative
republicans hate gunfree zones but held gopdebate in gunfree zone  httpstco0rlayowqw1,Negative
  lizadonnelly political nonsense last night gopdebate see all on my httptcomocgzthbdz site httpstcoxyahgrr5vh,Negative
  teatraitors gopdebate was still clown show im glad head clown trump helping destroy gop httptcopry2qpcwfu,Negative
you must admit realdonaldtrump throws shade like rhoa lol  gopdebate  httpstcoc9luq1dww3,Negative
"so looking forward to listening to drshows news roundup this morning 
you couldnt look away gopdebate 
httptcoo8 itvgdt",Positive
  pillary56 theres a difference between not being politically correct and being a massive jerk mr trump gopdebate,Negative
my thoughts perry and fiorina must replace paul and kasich in the top ten jindal needs to step it up and replace christie gopdebate,Negative
  marcorubio if im our nominee well be the pa y of the future gopdebate,Positive
sentedcruz had best answer of night in response to immigration its not stupidity it is how both sides want it  gopdebate,Positive
interesting gopdebate analysis marcorubio clearly excelled as conservative leader we need go teammarco tcot httpstcopve8wuodke,Positive
krauthammer sorry the downfall of trump in last nights debate is greatly exaggerated gopdebate,Negative
moderator scottwalkerwhen you rip up the iran deal on day 1what then walker i remember tying yellow ribbons on trees gopdebate,Negative
  ccalbos tell us how god speaks to you what is happening is this real life  gopdebate,Negative
"  gusramsey snl doesnt have a big enough cast to spoof this 
gopdebate",Negative
  ccalbos huckabee the military is to kill people and break things on behalf of military familiesf you gopdebate,Negative
realdonaldtrumps arrogance at the gopdebate ive used the laws of the country to my advantage notthatguy httptcorjtjr9ioac,Negative
its real scary that liberals are allowed 2 walk around after committing horrific crimes against humanity gopdebate  plannedbutcherhood,Negative
id like to thank the other 9 candidates at the gopdebate who took trump to task for once again trying to fatshame rosie but i cant,Negative
gotta love megynkelly gopdebate,Positive
brendohare great battle last night by premier teenage athletes gopdebate httptcoplgp4aai2y,Negative
foxnews should replace megynkelly with ma hamaccallum in future debates maccallum did a much better job in early debate gopdebate,Negative
donald trump democratic spy httptco8n9mvtkn4u realdonaldtrump sensanders trump donaldtrump hillary2016 gopdebate,Negative
  jjosephwilliams 16 of united states homes with tv sets tuned in to gopdebate wow httptcotrs8vmwjyg,Positive
gopdebate or old white rich conservative dudes on parade thats a childhood nightmare of mine,Negative
ljcambria realdonaldtrump dont forget to vote for him especislly when he has to go independent lulz  huckster rnc gop gopdebate,Positive
recap of the gopdebate these tenmen want to make choices for all women goptbt httptcov1desifyee,Negative
  writeintrump i not only made hillary clinton go to my wedding but i also made her be my best man  gopdebate,Negative
rand paul could drop out of top 10 w dreadful petulent debate fiorina moves up gopdebate tcot,Negative
  nerdist i gotta say its refreshing to hear a presidential debate where everyone is correctly pronouncing nuclear gopdebate,Negative
  gogoaleee ig deleted dd account after we pa icipated in the kkkorgop hashtag during the gopdebate httptcojnyrnopngx via dream,Negative
  crazyclarine lol   the3o5flyguy watching the gopdebate like httptcozowjcu2baz,Negative
  sjadetx my thoughts on the gopdebate httptcobt7glnyuon,Negative
  freedomtexasmom my love for megynkelly died tonight at the gopdebate foxnews trumpcruz2016 makeamericagreatagain,Negative
"executive experience matters

gopdebate ccot gop teapa y imwithhuck tcot th2016 renewus wakeupamerica httpstcouca5ogut29",Positive
does trump not realize hes a complete joke or i feel as though he would have caught onto that by now gopdebate,Negative
realdonaldtrump to primary voters your chances look good for the general election itd be a shame if something happened gopdebate,Positive
"isis islamic extremism
did i doze off when they spoke of the right wing christian extremism that is plaguing our country
gopdebate",Negative
  rickcanton teammarco  understands immigration better than anyone on stage gopdebate httptcoivvfcxpnn7,Positive
in honor of last nights gopdebate id like to add an exclamation point to the end of my name and maybe get it put on jeb vanity plate,Positive
how do you earn a jeb and how is jeb going to earn this nomination tnycloseread httptcobkowyl34ft gopdebate,Negative
va gop leaders praise debate performances trumps not so much httptcoul5pgaq4uh election2016 gopdebate,Negative
  draftrunbenrun we are the united states of america not the divided states of america realbencarson gopdebate httptcoritsrz,Positive
ben carson identifying the lefts use of alinsky tactics masterful gopdebate,Negative
  lizzwinstead mike huckabee you are broken gopdebate,Negative
  coleasschneider fyi the real terror is donald trumps hair gopdebate,Negative
jebbush and hillaryclinton can have pretty much the same donors but lets make a big deal because trump said fat pig gopdebate pc,Negative
  tkrypt_ motive these guys really really want to get elected so they can get their hands on this kind of money gopdebate httptco,Negative
  teatraitors gopdebate was still clown show im glad head clown trump helping destroy gop httptconwgx8g8jwr,Negative
i would love 2 see a debate where there are fact checkers amp if u make like 5 false statements u are disqualified from the debate gopdebate,Negative
"  dominionin blimey gopdebate foxnews 
foxnews piersmorgan httptcogtx j8ybn",Negative
so ive watched gopdebate pl dont judge me for some education amp stuff prez debates are class tbh  romney in prev yr disappointing,Negative
  bmangh gopdebate was like jacknicholson driving his fellow patients around in one flew over the cuckoos nest httptcolrpxqgx4,Negative
  lizadonnelly visually the gopdebate could have used more dancing imho my ca oon roundup in tweet drawing httpstcosjiz8a2zuf,Negative
  johnfugelsang lindsey graham has never met a war hes afraid to send your kids to  gopdebate,Negative
when realdonaldtrump hears what isaid about him during tv interview on gopdebate hell call me a dogruff ruff httptcopyj4huhgje,Negative
  txdempa y if you agree that none of these guys should ever be president add your name  httptcoo7osxwkq98 gopdebate httpt,Negative
didnt catch the full gopdebate last night here are some of scotts best lines in 90 seconds walker16 httptcozsffbjmvx8,Positive
people really need to do their research on carly fiorina she was extremely impressive in the gopdebate yesterday carlyfiorina,Positive
  nottinghams1 gopdebate megynkelly is a media whore,Negative
  el_deego hey foxnews why wasnt deflategate a bigger talking point last night makes me think the whole debate was a sham gopdeba,Negative
not much fact checking of the gopdebate because we have just accepted that republicans will lie about everything posttruthsociety,Negative
  cerenomri i thought we fought the revolution against the qua ering of troops in wa ime gopdebate,Negative
  tajmagruder hillary got 19 mentions at the gopdebate and the middle class got 2 really what would they talk about if not her,Negative
  808s_n_cupcakes bruh   blowticious prolife republicans be like gopdebate httptcodgu7yj9iex,Negative
"  shaughn_a i can think of at least 1 person carlyfiorina shldve replaces was jebbush even on the gopdebate stage 

tcot http",Negative
  jonesmarkh friendly reminder that a focus group is not a poll gopdebate  httpstcomhek8ywglh,Negative
